0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:00 +0800] "GET / HTTP/1.1" 200 7459 1720
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/css/bootstrap-switch.css HTTP/1.1" 200 6993 105
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/css/animate.css HTTP/1.1" 200 68411 96
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/css/style.css HTTP/1.1" 200 156956 44
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/plugins/gritter/jquery.gritter.css HTTP/1.1" 200 2556 104
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/css/plugins/dataTables/dataTables.responsive.css HTTP/1.1" 200 2626 29
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/css/plugins/datapicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 7771 46
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/css/bootstrap.min.css HTTP/1.1" 200 117305 177
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/css/plugins/dataTables/dataTables.tableTools.min.css HTTP/1.1" 200 6601 71
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/css/plugins/toastr/toastr.min.css HTTP/1.1" 200 6882 205
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/css/plugins/dataTables/dataTables.bootstrap.css HTTP/1.1" 200 5178 85
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/css/login/app.css HTTP/1.1" 200 107519 31
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/css/login/bootstrap.css HTTP/1.1" 200 126969 54
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 37045 43
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/css/login/simple-line-icons.css HTTP/1.1" 200 11717 158
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/inspinia.js HTTP/1.1" 200 8107 18
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/bootstrap-switch.js HTTP/1.1" 200 26858 154
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/plugins/metisMenu/jquery.metisMenu.js HTTP/1.1" 200 3265 21
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/jquery-2.1.1.js HTTP/1.1" 200 84247 189
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/plugins/slimscroll/jquery.slimscroll.min.js HTTP/1.1" 200 4682 23
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/font-awesome/css/font-awesome.css HTTP/1.1" 200 28747 363
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/jquery-migrate-1.1.0.min.js HTTP/1.1" 200 6968 38
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/plugins/pace/pace.min.js HTTP/1.1" 200 12364 48
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/jquery-ui-1.10.4.min.js HTTP/1.1" 200 228539 48
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/plugins/dataTables/dataTables.responsive.js HTTP/1.1" 200 32864 18
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/plugins/dataTables/jquery.dataTables.js HTTP/1.1" 200 434957 71
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/ckeditor/ckeditor.js HTTP/1.1" 200 567997 97
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/plugins/dataTables/dataTables.tableTools.min.js HTTP/1.1" 200 31626 33
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/plugins/datapicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 48881 37
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/plugins/dataTables/dataTables.bootstrap.js HTTP/1.1" 200 9614 87
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/layer/layer.js HTTP/1.1" 200 25196 31
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/sha1.js HTTP/1.1" 200 5752 24
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/plugins/jsTree/jstree.min.js HTTP/1.1" 200 118089 35
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/plugins/chosen/chosen.jquery.js HTTP/1.1" 200 51376 33
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/plugins/datapicker/Moment.js HTTP/1.1" 200 387799 84
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:01 +0800] "GET /static/js/jquery.ajaxfileupload.js HTTP/1.1" 200 5785 12
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:02 +0800] "GET /static/js/layer/skin/layer.css HTTP/1.1" 200 14048 10
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:02 +0800] "GET /static/images/login/bodybg.jpg HTTP/1.1" 200 21275 10
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:02 +0800] "GET /XiaoyudiApplication/static/images/login/Simple-Line-Icons.woff HTTP/1.1" 404 177 107
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:02 +0800] "GET /static/js/dist/jquery-migrate.min.map HTTP/1.1" 404 152 34
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:02 +0800] "GET /XiaoyudiApplication/static/images/login/Simple-Line-Icons.ttf HTTP/1.1" 404 176 10
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:10 +0800] "POST /manage/account/login HTTP/1.1" 200 221 2657
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/plugins/gritter/jquery.gritter.css HTTP/1.1" 200 2556 9
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/css/plugins/toastr/toastr.min.css HTTP/1.1" 200 6882 14
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/font-awesome/css/font-awesome.css HTTP/1.1" 200 28747 14
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/css/bootstrap-switch.css HTTP/1.1" 200 6993 18
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/css/bootstrap.min.css HTTP/1.1" 200 117305 34
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/css/plugins/dataTables/dataTables.responsive.css HTTP/1.1" 200 2626 8
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/css/plugins/dataTables/dataTables.bootstrap.css HTTP/1.1" 200 5178 7
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/css/plugins/dataTables/dataTables.tableTools.min.css HTTP/1.1" 200 6601 7
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /manage/account/toindexPage HTTP/1.1" 200 19365 434
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/css/plugins/datapicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 7771 8
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/jquery-2.1.1.js HTTP/1.1" 200 84247 18
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/plugins/metisMenu/jquery.metisMenu.js HTTP/1.1" 200 3265 7
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/css/animate.css HTTP/1.1" 200 68411 60
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/bootstrap-switch.js HTTP/1.1" 200 26858 11
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/plugins/slimscroll/jquery.slimscroll.min.js HTTP/1.1" 200 4682 7
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/inspinia.js HTTP/1.1" 200 8107 8
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 37045 38
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/plugins/pace/pace.min.js HTTP/1.1" 200 12364 11
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/jquery-migrate-1.1.0.min.js HTTP/1.1" 200 6968 6
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/jquery-ui-1.10.4.min.js HTTP/1.1" 200 228539 31
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/plugins/dataTables/jquery.dataTables.js HTTP/1.1" 200 434957 25
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/plugins/dataTables/dataTables.bootstrap.js HTTP/1.1" 200 9614 14
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/plugins/dataTables/dataTables.tableTools.min.js HTTP/1.1" 200 31626 10
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/plugins/datapicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 48881 16
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/plugins/dataTables/dataTables.responsive.js HTTP/1.1" 200 32864 13
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:11 +0800] "GET /static/js/plugins/jsTree/jstree.min.js HTTP/1.1" 200 118089 16
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:12 +0800] "GET /static/js/layer/layer.js HTTP/1.1" 200 25196 8
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:12 +0800] "GET /static/ckeditor/ckeditor.js HTTP/1.1" 200 567997 71
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:12 +0800] "GET /static/js/sha1.js HTTP/1.1" 200 5752 5
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:12 +0800] "GET /static/js/jquery.ajaxfileupload.js HTTP/1.1" 200 5785 4
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:12 +0800] "GET /static/js/plugins/datapicker/Moment.js HTTP/1.1" 200 387799 42
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:12 +0800] "GET /static/css/style.css HTTP/1.1" 200 156956 146
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:12 +0800] "GET /static/images/page/baidumarker.png HTTP/1.1" 200 2877 11
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:12 +0800] "GET /static/js/plugins/chosen/chosen.jquery.js HTTP/1.1" 200 51376 11
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:12 +0800] "GET /static/js/layer/skin/layer.css HTTP/1.1" 200 14048 4
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:12 +0800] "GET /static/css/patterns/header-profile.png HTTP/1.1" 200 5877 6
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:12 +0800] "GET /static/js/dist/jquery-migrate.min.map HTTP/1.1" 404 152 9
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:12 +0800] "GET /static/font-awesome/fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 200 56780 12
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:12 +0800] "POST /manage/account/getUserAccessList HTTP/1.1" 200 8121 118
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:16 +0800] "GET /manage/roll/topcdiAndabc/resultPage HTTP/1.1" 200 29966 248
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:16 +0800] "GET /static/js/plugins/gritter/jquery.gritter.css HTTP/1.1" 200 2556 12
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:16 +0800] "GET /static/css/bootstrap-switch.css HTTP/1.1" 200 6993 7
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:16 +0800] "GET /static/css/plugins/toastr/toastr.min.css HTTP/1.1" 200 6882 22
0:0:0:0:0:0:0:1 - - [17/Jan/2019:15:54:16 +0800] "GET /static/font-awesome/css/font-awesome.css HTTP/1.1" 200 28747 18
